光伏用户编号,综合倍率,时间,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96
f1,80,2023-5-1 0:00,0.0016075821877970268,0.0016075821877970268,0.0016075821877970268,0.0016075821877970268,0.0016032303758693918,0.0016032303758693918,0.0016032303758693918,0.0016032303758693918,0.0016032303758693918,0.001612667649856527,0.001612667649856527,0.001612667649856527,0.0016413559467011634,0.0016413559467011634,0.0016413559467011634,0.0016413559467011634,0.0016413559467011634,0.0016413559467011634,0.0016413559467011634,0.0016413559467011634,0.0020390212980620904,0.0021758239563316024,0.003884533728957992,0.009157845397379155,0.15776761694537286,0.1998776408830295,0.303757931432548,0.3645764501111102,0.5689502711662692,0.6781037341573144,0.7876862330027529,0.8222339750136116,1.002918001963122,1.1269172907390916,1.1868402550775659,1.227440843038632,1.3560512138011789,1.4178211054772227,1.497130058301669,1.5181420867014381,1.6222646373062444,1.6425406075288786,1.666911728852509,1.6929418639480012,1.7399244629387862,1.7475624074095522,1.7489340084403924,1.7489340084403924,1.7779712370063006,1.7775157207013133,1.7741104062896957,1.768326214913424,1.7640670481177272,1.6963543030972026,1.6296431149832853,1.5494191904284318,1.5472277725904602,1.4608724708263605,1.38824009476176,1.3291505480883838,1.1008896585675703,1.0134358614122514,0.8058169390880237,0.7030291125549433,0.5273569401358233,0.3924042316708764,0.34436424782363595,0.26839993996528566,0.2136671550263558,0.15722991643316153,0.1197162843806213,0.10502288806646422,0.017962847179535366,0.0044069402757113876,0.0009120199087646957,0.0007872291246257267,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.00196920023977099,0.00196920023977099,0.0019456636547190436,0.0019456636547190436
f1,80,2023-5-2 0:00,0.0016046493074438747,0.0016046493074438747,0.0016046493074438747,0.0016046493074438747,0.0016046493074438747,0.0016046493074438747,0.0016046493074438747,0.0016046493074438747,0.0016046493074438747,0.001614086581431009,0.001614086581431009,0.001614086581431009,0.0016427748782756454,0.0016427748782756454,0.0016427748782756454,0.0016427748782756454,0.0016427748782756454,0.0016427748782756454,0.0016427748782756454,0.0016427748782756454,0.0020404402296365733,0.0021772428879060844,0.0038859526605324757,0.007355197414188568,0.04877044894508873,0.062328009756963836,0.08973601724472581,0.10572908906270652,0.2491410655756837,0.2811116548653173,0.37144720336973974,0.3868050203181374,0.4412815873834465,0.48005494171294716,0.5077381425920092,0.5284500139332209,0.5276103414114668,0.5309776673970712,0.5684445904527377,0.5850362677062546,0.6032133398612015,0.6120795474242999,0.6537740513885227,0.6567982171612287,0.6594889826421841,0.6632621276074427,0.6742242571211395,0.6799820877538494,0.6691115304497226,0.6628981835120251,0.6429304387849932,0.6393295610626186,0.6351567377309388,0.6091049595064665,0.5453005730403858,0.5163610732576165,0.48910209332605165,0.4681678707231491,0.40670024399133503,0.3455157511514767,0.30089096578765945,0.2568900562154717,0.22524865595938265,0.1871530744186994,0.1609406809724073,0.12535959333403815,0.08328305748902833,0.07200634135397434,0.058970716832946184,0.04295716957789169,0.034183255805606966,0.033305458640881754,0.003972609125004036,0.0025703050971347483,0.00217389958438136,0.00217389958438136,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098,0.001634168563661098
f1,80,2023-5-3 0:00,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016591636726510095,0.0016591636726510095,0.0016591636726510095,0.001687851969495646,0.001687851969495646,0.001687851969495646,0.001687851969495646,0.001687851969495646,0.001687851969495646,0.001687851969495646,0.001687851969495646,0.0023360159645012626,0.0024728186227707754,0.005170236733187965,0.01178235673175192,0.09581067074687302,0.11588715353316324,0.18371379983907693,0.23469323715860327,0.40009535853271255,0.4892723460247376,0.6037374065843529,0.6872630713386572,0.8493139893797268,0.9154297037134678,1.0579401321911523,1.1137506021771892,1.1822297666288373,1.2056707114285494,1.2588064165044799,1.2723213596587524,1.3432483589864017,1.4142013644629245,1.4821955605405064,1.5204021568201977,1.5181461330448953,1.5153814674852188,1.4379574243283597,1.3866070086220983,1.322486477022521,1.325553546359278,1.3137840922513353,1.3521163784408767,1.4538674135613199,1.3926958011564066,1.3265682492097142,1.2608176523254928,1.1538111541208993,1.0741695823486506,0.945831798395744,0.8802070887155703,0.7619116024231724,0.6597023683142422,0.46771169962985065,0.39355093210812403,0.3336855365805754,0.28326532231608587,0.22434266823718188,0.19810013470907828,0.12555221074052578,0.10752898090802272,0.0764677582622212,0.07403954547127288,0.013138018044567653,0.005057596014463949,0.00335897344758989,0.003285859050486561,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751,0.0016497263986638751
f1,80,2023-5-4 0:00,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.00166471548788331,0.00166471548788331,0.00166471548788331,0.0016934037847279465,0.0016934037847279465,0.0016934037847279465,0.0016934037847279465,0.0016934037847279465,0.0016934037847279465,0.0016934037847279465,0.0016934037847279465,0.0024968174409083677,0.002633620099177884,0.00591375102970361,0.013680408774257887,0.09355514001697642,0.11257928467216823,0.16606851993004312,0.21226099714831356,0.40212564652866534,0.4995413565972568,0.6480462929065026,0.6914850576424934,0.7527323905758901,0.8286138379754352,0.8863241586002328,0.9680229193012522,1.1754822789870372,1.2490721721448665,1.3191626810280104,1.3815511407197543,1.4619949028057841,1.466757443957404,1.479407934772228,1.4805094358414093,1.4863634836941897,1.4890334782158086,1.5367772590412536,1.5703682877166776,1.4999970711894366,1.477753834819022,1.4124764821610787,1.3557789430664002,1.2939352202664187,1.2326526440943388,1.1585405257331853,1.0461088984818196,1.094993611937266,0.9792585871935207,0.8456803622754534,0.7865532358259449,0.7728927609037374,0.6677905637702445,0.5017512018781928,0.4271422479417631,0.33078399599919817,0.28834245431648375,0.23207492186944606,0.185106291490725,0.11510404593485939,0.09073439928750797,0.06843022572992916,0.06735151477604073,0.01614484897815665,0.0066406771720838725,0.0028356843659931453,0.002762569968889817,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756,0.0016552782138961756
f1,80,2023-5-5 0:00,0.0019054830042492539,0.0019054830042492539,0.0019054830042492539,0.0019054830042492539,0.0019054830042492539,0.0019054830042492539,0.0019054830042492539,0.0019054830042492539,0.0019054830042492539,0.0019149202782363882,0.0019149202782363882,0.0019149202782363882,0.0019436085750810248,0.0019436085750810248,0.0019436085750810248,0.0019436085750810248,0.0019436085750810248,0.0019436085750810248,0.0019436085750810248,0.0019436085750810248,0.002729774221116342,0.003939701582759914,0.007219832513285645,0.013353953401804407,0.09104663947670752,0.1015958487503807,0.158294771567916,0.21442700135691586,0.26159026338587177,0.31397448665523303,0.3353825577649961,0.38897203059256724,0.5465749982090268,0.6688790884532734,0.8440931216090266,0.918661152623495,1.1468814338840867,1.1830852996116092,1.199797500460724,1.2075214137229173,1.2691182081221144,1.2784531700992106,1.3275994506280733,1.359552130003157,1.3795773047020206,1.3769758677619186,1.3817448535648469,1.3817448535648469,1.3522735023078991,1.349122644382526,1.3671470452332775,1.3772383153059873,1.2819920317356666,1.2086022994552055,1.1404864807981554,1.046546368922354,1.0196792233666863,0.9027718423621789,0.7770631595423596,0.6819225991314193,0.6175668666969834,0.5436478037578011,0.4336272553223424,0.346130583905114,0.3172496139908659,0.25748513850269183,0.20215299291848352,0.18716677071600346,0.13721102429798604,0.11046068396817658,0.08282190028270325,0.07233224946106781,0.006522426104565375,0.003384194200887616,0.002591588495536338,0.0025568431976065007,0.0019270774657108986,0.0019270774657108986,0.0019270774657108986,0.0019270774657108986,0.0019270774657108986,0.0019270774657108986,0.0019270774657108986,0.0019270774657108986,0.0019270774657108986,0.0019270774657108986,0.0019270774657108986,0.0019270774657108986,0.001904064072674771,0.001904064072674771,0.001904064072674771,0.001904064072674771,0.001904064072674771,0.001904064072674771,0.001904064072674771,0.001904064072674771
f1,80,2023-5-6 0:00,0.0018544121413584197,0.0018544121413584197,0.0018544121413584197,0.0018544121413584197,0.0018774255343945476,0.0018774255343945476,0.0018774255343945476,0.0018774255343945476,0.0018544121413584197,0.0018638494153455543,0.0018638494153455543,0.0018638494153455543,0.0019155511052263183,0.0019155511052263183,0.0019155511052263183,0.0019155511052263183,0.0019155511052263183,0.0019155511052263183,0.0019155511052263183,0.0019155511052263183,0.0028868615245278358,0.0032387934798549308,0.006300445466313032,0.015720687329132704,0.04445398920269814,0.04981512141588508,0.07429767266173368,0.11491505581401071,0.160173609540281,0.1950445652578608,0.22558195899802339,0.26085133641713376,0.4000705069390505,0.4425162588780767,0.5099262834277174,0.5737819235810545,0.5799069543975477,0.589029564279389,0.6123195124054718,0.5784736171261343,0.5473656435023335,0.5603671738707019,0.6031808780690384,0.639512748490268,0.6946974893552752,0.6562088332868278,0.6544212728444673,0.6505860900620752,0.7163751993190458,0.7661112553725666,0.794484723954048,0.855057569108921,0.949583652748008,0.9325502736472263,0.8735781794013396,0.7943306971560163,0.7774855520089531,0.741590167857362,0.7198121130824326,0.6717835975438193,0.5837720363975212,0.4796983587654819,0.3727007482491364,0.3084713998376404,0.23388781633316058,0.1936979979835363,0.1303757310150444,0.10771952383203688,0.09217091242588729,0.0499561820552445,0.03375041217404241,0.03331483974963001,0.0004724577344695964,-0.002584375722746319,-0.0031201333848564793,-0.0031201333848564793,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017,0.0018558310729329017
f1,80,2023-5-7 0:00,0.001205998169347792,0.001205998169347792,0.001205998169347792,0.001205998169347792,0.001205998169347792,0.001205998169347792,0.001205998169347792,0.001205998169347792,0.0011829847763116647,0.001192422050298799,0.001192422050298799,0.001192422050298799,0.0012211103471434367,0.0012211103471434367,0.0012211103471434367,0.0012211103471434367,0.0012211103471434367,0.0012211103471434367,0.0012211103471434367,0.0012211103471434367,0.0020302893862148793,0.002167092044484394,0.004555856313750594,0.011335734261153483,0.03491796542205863,0.03971554196548401,0.055942970491027165,0.09209205220589876,0.11368245579124497,0.15473172126382642,0.22665933983130435,0.2647984578728211,0.3588801758709261,0.38444344467644836,0.3924599931868641,0.38241700607457535,0.38862781367413324,0.39065899462155185,0.42079860978664535,0.4664321666231847,0.5413302374530236,0.5510133004334847,0.5772853445540829,0.572015816900129,0.583783799751471,0.5869553593473251,0.5796256334371102,0.5654990271537592,0.6049167810153018,0.5944962806246771,0.6161845510698358,0.6009556577358453,0.647972421400813,0.6410323403959675,0.586694385829007,0.5545259709877737,0.5435479463707893,0.5158831653881497,0.496332687706592,0.47376126610332003,0.45596834087664606,0.4212092848042759,0.32713959224044853,0.2810028560113366,0.23563186932940908,0.19132505005616374,0.13657159969160176,0.11755328880245898,0.09426234919575732,0.07073017089115469,0.058398786185406754,0.05316253773498622,0.007770352602422696,0.0027133358816267008,0.0017416419033905296,0.0016685275062872011,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647,0.0011829847763116647
f1,80,2023-5-8 0:00,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.0010464010797875064,0.0010464010797875064,0.0010464010797875064,0.0010750893766321437,0.0010750893766321437,0.0010750893766321437,0.0010750893766321437,0.0010750893766321437,0.0010750893766321437,0.0010750893766321437,0.0010750893766321437,0.0018990942250561933,0.0020358968833257105,0.0038288926931185274,0.011308668901987078,0.01443840350186502,0.01587039119203265,0.022369652833910868,0.03782965995005616,0.06435399536748745,0.09517408361679223,0.13569373812300367,0.1644833572832974,0.2385254064998394,0.26712932927642774,0.29340190728999394,0.3188153774961412,0.39251437190617194,0.395332827964945,0.42535643246679633,0.43185845175581683,0.42323544045030725,0.42457612935676364,0.44743982196277676,0.5132343790155972,0.568634015952847,0.5700245891004739,0.5365321715657763,0.5046368348851302,0.43924093174977047,0.44046160719479527,0.4393013253444413,0.43915033210076637,0.4560554361401097,0.4422264631677778,0.405162279879972,0.3996013462040569,0.37135411520589096,0.35719203787025217,0.32409488615237514,0.28810181550505093,0.2776272319353067,0.24246938948118987,0.2201365706972971,0.19925839650386776,0.17438224598899918,0.14021057690558567,0.08021841200014719,0.06551610554909613,0.0347926933448383,0.018897553774692655,0.014656859119250982,0.013951495183708595,0.0034004233538086855,0.0020112148401844406,0.0016148093274310565,0.0016148093274310565,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372,0.001036963805800372
f1,80,2023-5-9 0:00,0.0022572448888504696,0.0022572448888504696,0.0022572448888504696,0.0022572448888504696,0.0022586638204249525,0.0022586638204249525,0.0022586638204249525,0.0022586638204249525,0.0022586638204249525,0.002268101094412087,0.002268101094412087,0.002268101094412087,0.0022967893912567232,0.0022967893912567232,0.0022967893912567232,0.0022967893912567232,0.0022967893912567232,0.0022967893912567232,0.0022967893912567232,0.0022967893912567232,0.002965544578505973,0.0031023472367754826,0.004895343046568301,0.013949573968625813,0.052991061723186364,0.06875013074221833,0.09120622871884074,0.10334421832372363,0.15462436334223864,0.16734719222436542,0.2247961651822812,0.266195733803707,0.37646079960140505,0.4067643704786358,0.492548081078693,0.5449266211678769,0.626344899128891,0.6283217720436813,0.6658118517322822,0.6820199561471546,0.7761751902810601,0.8018206930607638,0.8365787755130547,0.8791923923934265,0.9370338923684751,0.9544851479570506,0.9350097526903335,0.9350097526903335,0.9156835615050263,0.9315573749506579,0.8865086364402252,0.8867368427531608,0.8706256571783743,0.7894205914396685,0.7474506721035746,0.6919418166969015,0.6708703184094581,0.6321573655289517,0.5745906280948581,0.5370563926575718,0.5023222369700622,0.4681652140514085,0.3748868831374885,0.31147127576238925,0.286340451624164,0.2591646073633514,0.19721566330575807,0.1698519855083326,0.10502655101944124,0.0867267406170206,0.07280877692207716,0.0656182545995235,0.017044204976282274,0.0062379646087976325,0.000268136565675936,0.0001405190788361325,0.0022550266771505577,0.0022367438362986118,0.0022314900920986113,0.0022314900920986113,0.0022403809795730066,0.0022586638204249525,0.0022586638204249525,0.0022586638204249525,0.0022586638204249525,0.0022586638204249525,0.0022586638204249525,0.0022586638204249525,0.0022586638204249525,0.0022586638204249525,0.0022586638204249525,0.0022586638204249525,0.0026120736622320642,0.0026120736622320642,0.002588537077180118,0.002588537077180118
f1,80,2023-5-10 0:00,0.0015509544081174173,0.0015509544081174173,0.0015509544081174173,0.0015509544081174173,0.0015509544081174173,0.0015509544081174173,0.0015509544081174173,0.0015509544081174173,0.0015509544081174173,0.0015603916821045516,0.0015603916821045516,0.0015603916821045516,0.0015890799789491886,0.0015890799789491886,0.0015890799789491886,0.0015890799789491886,0.0015890799789491886,0.0015890799789491886,0.0015890799789491886,0.0015890799789491886,0.0019867453303101163,0.0021235479885796274,0.0038322577612060187,0.010158510349666422,0.15211647372305115,0.19531001753746582,0.30071110981370996,0.3594165131312698,0.5972099237154682,0.7039678646557432,0.8027997999399634,0.8608188706810544,1.1012200818183289,1.1709285748653497,1.2527326652818362,1.2654248321500088,1.4081538816801475,1.4668600179884574,1.5127394896381336,1.5801949182022934,1.6479288241446544,1.6764684063902024,1.7033669934931737,1.7326046289894488,1.7350898498377936,1.7375718599904675,1.7375718599904675,1.7375718599904675,1.7351421639600875,1.7346866476551002,1.7312813332434827,1.7249712573941633,1.7196038007296859,1.6492388785525887,1.5732282231868198,1.498680187358179,1.4362763010508808,1.342488109991729,1.2570667714923793,1.1917501788306673,0.9973436897485887,0.8515631905763998,0.7002307475268138,0.5815407111133511,0.46200080292063017,0.3354009153965797,0.26790487040578315,0.2264076769168616,0.16571556202340437,0.11774040655753515,0.08153684128356532,0.06837159164271674,0.020338336588967845,0.00614971985181144,0.0015665340193209687,0.0014389165324811665,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411,0.0015804736643346411
